feature_name,tier,stage,level,entity,entity_id,entity_class,measure,measure_family,aggregation,window,window_type,filter,transform,availability,leakage_risk,min_support_n,adversarial_halflife,hypothesis,status,drop_reason,iv,psi_12m,coverage_pct,shap_rank
merchant__d_cust__dcnt__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Distinct customers,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__d_cust__dcnt__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Distinct customers,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
merchant__d_device__dcnt__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Distinct devices,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__d_device__dcnt__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Distinct devices,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
merchant__d_email__dcnt__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Distinct emails,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__d_email__dcnt__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Distinct emails,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
merchant__d_receiver__dcnt__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Distinct receivers (fan-out),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__d_receiver__dcnt__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Distinct receivers (fan-out),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
merchant__d_sender__dcnt__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Distinct senders (fan-in),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__d_sender__dcnt__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Distinct senders (fan-in),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
merchant__err_lost_stln__rate__w30d,1,A_base,L0,Merchant ID,merchant,merchant,ERR rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,50,months-quarters,,candidate,,,,,
merchant__err_rate__rate__w30d,1,A_base,L0,Merchant ID,merchant,merchant,ERR rate (issuer decline),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,months-quarters,,candidate,,,,,
merchant__fail_then_ok__cnt__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Failed-auth-then-success cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__fail_then_ok__sum__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Failed-auth-then-success cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__interarrival__cnt__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Inter-arrival seconds,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__interarrival__mean__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Inter-arrival seconds,behavior,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__block_rate__rate__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Model block rate (policy),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,months-quarters,,candidate,,,,,
merchant__amt_repeat__rate__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Repeat-identical-amount rate,behavior,rate (num/denom),1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__amt_escalate__cnt__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Small-then-large sequence cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__amt_escalate__sum__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Small-then-large sequence cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__tc40_rate__rate__w30d,1,A_base,L0,Merchant ID,merchant,merchant,TC40/SAFE alert rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
merchant__amt__cnt__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Transaction amount,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__amt__cnt__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Transaction amount,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
merchant__amt__sum__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Transaction amount,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__amt__sum__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Transaction amount,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
merchant__amt__mean__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Transaction amount,velocity,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__amt__mean__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Transaction amount,velocity,mean,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
merchant__txn_cnt__cnt__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Transaction count,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__txn_cnt__cnt__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Transaction count,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
merchant__txn_cnt__sum__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Transaction count,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__txn_cnt__sum__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Transaction count,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
asn__cb_fraud_rate__rate__w30d,1,A_base,L0,ASN / ISP,asn,network,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
asn__cb_nonfr_rate__rate__w30d,1,A_base,L0,ASN / ISP,asn,network,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
asn__champ_score__cnt__w30d,1,A_base,L0,ASN / ISP,asn,network,Champion model score,score,count,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),MED - encodes current policy; re-baseline on threshold change,100,weeks-months,,candidate,,,,,
asn__champ_score__mean__w30d,1,A_base,L0,ASN / ISP,asn,network,Champion model score,score,mean,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),MED - encodes current policy; re-baseline on threshold change,100,weeks-months,,candidate,,,,,
asn__cb_amt__cnt__w30d,1,A_base,L0,ASN / ISP,asn,network,Chargeback dollars,outcome,count,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
asn__cb_amt__sum__w30d,1,A_base,L0,ASN / ISP,asn,network,Chargeback dollars,outcome,sum,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
asn__cb_amt__mean__w30d,1,A_base,L0,ASN / ISP,asn,network,Chargeback dollars,outcome,mean,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
asn__cb_rate__rate__w30d,1,A_base,L0,ASN / ISP,asn,network,Chargeback rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
asn__den_rate__rate__w30d,1,A_base,L0,ASN / ISP,asn,network,DEN rate (downstream rules),outcome,rate (num/denom),30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),MED - encodes current policy; re-baseline on threshold change,100,weeks-months,,candidate,,,,,
asn__d_bin8__dcnt__w1h,1,A_base,L0,ASN / ISP,asn,network,Distinct BINs tried,velocity,distinct count,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__d_bin8__dcnt__w30d,1,A_base,L0,ASN / ISP,asn,network,Distinct BINs tried,velocity,distinct count,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,100,weeks-months,,candidate,,,,,
asn__d_pan__dcnt__w1h,1,A_base,L0,ASN / ISP,asn,network,Distinct cards,velocity,distinct count,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__d_pan__dcnt__w30d,1,A_base,L0,ASN / ISP,asn,network,Distinct cards,velocity,distinct count,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,100,weeks-months,,candidate,,,,,
asn__d_cust__dcnt__w1h,1,A_base,L0,ASN / ISP,asn,network,Distinct customers,velocity,distinct count,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__d_cust__dcnt__w30d,1,A_base,L0,ASN / ISP,asn,network,Distinct customers,velocity,distinct count,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,100,weeks-months,,candidate,,,,,
asn__d_device__dcnt__w1h,1,A_base,L0,ASN / ISP,asn,network,Distinct devices,velocity,distinct count,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__d_device__dcnt__w30d,1,A_base,L0,ASN / ISP,asn,network,Distinct devices,velocity,distinct count,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,100,weeks-months,,candidate,,,,,
asn__d_email__dcnt__w1h,1,A_base,L0,ASN / ISP,asn,network,Distinct emails,velocity,distinct count,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__d_email__dcnt__w30d,1,A_base,L0,ASN / ISP,asn,network,Distinct emails,velocity,distinct count,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,100,weeks-months,,candidate,,,,,
asn__d_receiver__dcnt__w1h,1,A_base,L0,ASN / ISP,asn,network,Distinct receivers (fan-out),velocity,distinct count,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__d_receiver__dcnt__w30d,1,A_base,L0,ASN / ISP,asn,network,Distinct receivers (fan-out),velocity,distinct count,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,100,weeks-months,,candidate,,,,,
asn__d_sender__dcnt__w1h,1,A_base,L0,ASN / ISP,asn,network,Distinct senders (fan-in),velocity,distinct count,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__d_sender__dcnt__w30d,1,A_base,L0,ASN / ISP,asn,network,Distinct senders (fan-in),velocity,distinct count,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,100,weeks-months,,candidate,,,,,
asn__err_lost_stln__rate__w30d,1,A_base,L0,ASN / ISP,asn,network,ERR rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,100,weeks-months,,candidate,,,,,
asn__err_rate__rate__w30d,1,A_base,L0,ASN / ISP,asn,network,ERR rate (issuer decline),outcome,rate (num/denom),30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),MED - encodes current policy; re-baseline on threshold change,100,weeks-months,,candidate,,,,,
asn__fail_then_ok__cnt__w1h,1,A_base,L0,ASN / ISP,asn,network,Failed-auth-then-success cnt,behavior,count,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__fail_then_ok__sum__w1h,1,A_base,L0,ASN / ISP,asn,network,Failed-auth-then-success cnt,behavior,sum,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__interarrival__cnt__w1h,1,A_base,L0,ASN / ISP,asn,network,Inter-arrival seconds,behavior,count,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__interarrival__mean__w1h,1,A_base,L0,ASN / ISP,asn,network,Inter-arrival seconds,behavior,mean,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__block_rate__rate__w30d,1,A_base,L0,ASN / ISP,asn,network,Model block rate (policy),outcome,rate (num/denom),30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),MED - encodes current policy; re-baseline on threshold change,100,weeks-months,,candidate,,,,,
asn__amt_repeat__rate__w1h,1,A_base,L0,ASN / ISP,asn,network,Repeat-identical-amount rate,behavior,rate (num/denom),1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__amt_escalate__cnt__w1h,1,A_base,L0,ASN / ISP,asn,network,Small-then-large sequence cnt,behavior,count,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__amt_escalate__sum__w1h,1,A_base,L0,ASN / ISP,asn,network,Small-then-large sequence cnt,behavior,sum,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__tc40_rate__rate__w30d,1,A_base,L0,ASN / ISP,asn,network,TC40/SAFE alert rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
asn__amt__cnt__w1h,1,A_base,L0,ASN / ISP,asn,network,Transaction amount,velocity,count,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__amt__cnt__w30d,1,A_base,L0,ASN / ISP,asn,network,Transaction amount,velocity,count,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,100,weeks-months,,candidate,,,,,
asn__amt__sum__w1h,1,A_base,L0,ASN / ISP,asn,network,Transaction amount,velocity,sum,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__amt__sum__w30d,1,A_base,L0,ASN / ISP,asn,network,Transaction amount,velocity,sum,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,100,weeks-months,,candidate,,,,,
asn__amt__mean__w1h,1,A_base,L0,ASN / ISP,asn,network,Transaction amount,velocity,mean,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__amt__mean__w30d,1,A_base,L0,ASN / ISP,asn,network,Transaction amount,velocity,mean,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,100,weeks-months,,candidate,,,,,
asn__txn_cnt__cnt__w1h,1,A_base,L0,ASN / ISP,asn,network,Transaction count,velocity,count,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__txn_cnt__cnt__w30d,1,A_base,L0,ASN / ISP,asn,network,Transaction count,velocity,count,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,100,weeks-months,,candidate,,,,,
asn__txn_cnt__sum__w1h,1,A_base,L0,ASN / ISP,asn,network,Transaction count,velocity,sum,1 hour,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,5,weeks-months,,candidate,,,,,
asn__txn_cnt__sum__w30d,1,A_base,L0,ASN / ISP,asn,network,Transaction count,velocity,sum,30 days,time,unconditioned,raw value,enrichment (vendor latency budget applies),LOW,100,weeks-months,,candidate,,,,,
ip24__cb_fraud_rate__rate__w30d,1,A_base,L0,IP /24,ip24,network,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
ip24__cb_nonfr_rate__rate__w30d,1,A_base,L0,IP /24,ip24,network,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,days-weeks,,candidate,,,,,
ip24__champ_score__cnt__w30d,1,A_base,L0,IP /24,ip24,network,Champion model score,score,count,30 days,time,unconditioned,raw value,realtime,MED - encodes current policy; re-baseline on threshold change,100,days-weeks,,candidate,,,,,
